"","QKEY","Device_Type_W63.5","LANG_W63.5","COVIDFOL_W63.5","COVIDCOVER1_W63.5","COVIDCOVER2_W63.5","COVIDCONF_a_W63.5","COVIDCONF_b_W63.5","COVIDCONF_c_W63.5","COVIDCONF_d_W63.5","COVIDTONE_a_W63.5","COVIDTONE_b_W63.5","COVIDTONE_c_W63.5","COVIDTONE_d_W63.5","COVIDNEWS1_W63.5","COVIDTHREAT_a_W63.5","COVIDTHREAT_b_W63.5","COVIDTHREAT_c_W63.5","COVIDTHREAT_d_W63.5","COVIDTHREAT_e_W63.5","COVIDMISINFO_W63.5","COVIDVACC_W63.5","COVIDCREATE_W63.5","COVIDWORK_W63.5","INSURANCE_W63.5","GROUP_TRUST_a_W57","NEWS_MOST_W57","TALKPOL_W57","FOLELECT_W57","CR_PARTYNEWSUSE_W57","CR_NEWS_INFLU_W57","CR_DIG_SAV_W57","CR_MAINSOPOL_GROUPS_W57","CR_KNOWLEDGE_INDEX_W57","F_METRO","F_CREGION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","WEIGHT_W63.5"
"5021",201801102518,2,1,4,4,4,3,3,3,3,5,5,5,5,3,2,2,2,2,2,4,5,5,1,1,3,3,4,4,7,3,2,99,1,1,3,2,2,1,6,2,2,2,1,1,3,1,1,1,4,99,9,4,2,1,2,1,2,1.0034741230434
"5022",201801102526,2,1,2,4,2,2,2,2,2,1,3,1,3,3,2,2,2,2,2,2,3,3,2,2,3,2,1,2,1,2,2,98,3,2,3,2,1,2,3,2,4,4,99,1,2,1,2,4,3,1,1,6,2,NA,2,1,1,1.29039874845833
"5023",201801102549,2,1,1,3,2,3,3,3,1,1,4,4,3,2,1,2,1,3,2,3,3,5,1,1,4,6,2,2,3,2,3,6,1,1,3,2,2,1,6,2,1,1,1,1,1,1,1,5,1,NA,1,6,2,1,3,1,2,1.00786096021698
"5024",201801102597,1,1,2,1,1,3,3,2,1,3,3,3,3,1,1,1,1,1,1,3,4,5,2,1,2,4,3,3,5,3,1,1,1,1,3,3,2,1,5,2,1,1,1,1,2,1,2,4,2,NA,2,4,2,1,4,1,1,0.20313757190989
"5025",201801102794,1,1,1,2,2,1,1,1,1,1,3,1,3,1,2,3,2,3,3,2,2,1,4,1,4,5,1,2,2,2,1,98,2,2,3,3,2,2,3,2,1,1,1,1,1,1,1,5,1,NA,1,6,2,1,2,1,1,0.415873783083648
"5026",201801102873,1,1,2,1,1,4,4,3,2,2,5,3,3,2,2,2,1,3,2,2,3,3,4,1,1,2,1,1,4,1,3,7,3,2,3,4,2,1,6,2,1,1,1,1,3,12,NA,5,2,NA,2,5,2,1,4,1,1,0.314647664805807
"5027",201801102980,1,1,2,4,2,1,1,2,1,1,3,1,3,2,2,2,2,3,3,1,2,5,4,1,3,7,1,1,1,1,1,98,3,1,3,4,1,3,2,2,1,1,1,1,1,1,1,5,1,NA,1,4,2,1,1,1,2,2.57071082703753
"5028",201801102991,2,1,2,2,2,2,2,2,2,3,4,2,3,1,1,2,1,2,1,2,3,3,1,1,2,5,1,2,2,2,1,4,3,2,3,3,2,1,5,2,1,1,1,1,1,2,2,3,1,NA,1,9,1,1,2,1,1,0.356242397942937
"5029",201801103006,1,1,1,3,3,4,3,2,3,2,5,3,3,1,2,2,1,2,2,3,3,3,1,1,1,4,3,2,5,2,1,2,3,1,3,3,2,1,5,2,1,1,1,1,1,1,2,5,2,NA,2,8,1,1,4,1,2,0.447322425535769
"5030",201801103057,3,1,1,2,1,4,3,2,1,3,5,3,3,1,1,1,1,1,1,4,2,5,3,1,2,3,4,2,6,2,2,1,2,1,3,3,2,2,3,2,1,1,1,1,1,1,2,6,2,NA,2,5,2,1,4,1,2,0.524389549189951
"5031",201801103068,1,1,1,1,1,1,1,1,1,2,3,3,3,1,2,2,2,2,3,4,2,3,4,1,2,1,2,2,2,2,1,98,3,1,3,4,1,1,6,2,1,1,1,1,1,1,2,3,1,NA,1,9,1,1,1,1,1,0.249603774574315
"5032",201801103074,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,3,2,3,2,3,5,5,4,1,2,7,2,2,1,2,2,4,1,1,3,4,2,2,3,2,1,1,1,1,5,1,1,1,1,NA,1,3,3,1,2,1,1,0.501097021579651
"5033",201801103085,3,1,1,1,1,4,4,3,3,1,5,2,2,1,1,2,2,2,2,3,3,3,4,1,1,7,2,2,7,2,1,98,2,1,3,4,1,1,6,2,1,1,1,1,1,11,NA,4,4,2,2,6,2,1,4,1,1,0.222890084727651
"5034",201801103099,3,1,2,1,1,4,4,2,3,2,5,3,3,1,1,2,1,1,1,3,99,5,4,1,1,4,4,1,5,1,99,98,3,1,3,4,1,1,5,2,1,1,1,1,1,12,NA,5,2,NA,2,6,2,1,3,1,2,0.354769880138869
"5035",201801103119,2,1,1,99,2,4,4,2,2,3,4,3,3,1,1,2,1,2,1,3,3,5,1,1,1,7,1,2,4,2,1,9,3,1,3,2,2,1,6,2,1,1,1,1,1,12,NA,6,2,NA,2,8,1,1,5,1,1,0.304460874874656
"5036",201801103145,2,1,2,3,2,4,3,2,1,2,5,3,3,2,1,2,1,2,2,3,3,3,4,1,2,7,3,2,5,2,1,7,3,1,3,2,2,1,6,2,1,1,1,1,1,9,NA,6,4,2,2,7,1,1,4,1,1,0.300173680874282
"5037",201801103163,1,1,2,2,2,4,3,2,1,3,4,3,3,1,2,2,1,1,2,3,3,3,2,1,2,4,4,3,5,3,2,98,3,1,3,4,1,1,6,2,1,1,1,1,1,12,NA,6,3,2,2,7,1,1,4,1,1,0.222890084727651
"5038",201801103253,2,1,1,2,1,3,3,2,2,3,4,4,3,1,1,2,2,1,2,3,3,5,1,1,2,7,4,3,5,3,2,3,1,1,3,3,1,3,2,2,1,1,1,1,1,3,2,5,2,NA,2,5,2,1,4,1,2,2.34289142004794
"5039",201801103272,2,1,1,2,2,3,3,2,2,99,99,99,99,99,1,1,1,1,1,1,2,3,99,99,2,6,2,2,6,2,1,1,1,1,3,2,1,1,6,2,3,4,2,6,6,2,2,4,2,NA,2,6,2,NA,3,1,1,1.06348605600963
"5040",201801103279,1,1,2,2,2,4,4,2,1,2,5,2,3,1,1,2,1,1,2,3,2,3,5,1,1,4,2,2,5,1,1,6,3,1,3,3,1,2,3,2,2,2,1,1,1,1,1,4,3,2,2,8,1,1,3,1,2,2.11873513951664
"5041",201801103342,1,1,2,1,1,2,1,2,2,2,3,2,3,1,2,2,2,2,2,3,3,1,4,2,2,5,1,2,3,1,2,98,2,1,3,2,1,2,3,2,1,1,1,1,6,11,NA,1,3,2,2,2,3,1,3,1,2,1.35859103344084
"5042",201801103493,1,1,1,1,1,3,4,3,3,2,4,3,3,1,1,1,1,1,1,4,5,5,5,1,2,6,3,3,7,3,2,8,1,1,3,1,2,2,4,2,4,4,1,1,6,12,NA,6,4,1,1,2,3,2,3,1,1,2.32780135150717
"5043",201801103553,1,1,2,2,2,1,1,1,1,1,3,2,3,1,2,2,2,2,2,2,3,5,4,1,3,4,3,2,2,2,3,4,3,1,3,4,1,2,3,2,1,1,1,1,1,2,2,4,1,NA,1,8,1,1,2,1,1,0.37830171774991
"5044",201801103606,2,1,2,2,1,2,1,2,1,2,3,2,3,1,2,2,1,1,2,2,3,1,4,1,3,5,3,3,1,3,1,4,2,1,3,4,1,1,5,2,1,1,1,1,1,1,1,3,1,NA,1,7,1,1,2,1,1,0.249603774574315
"5045",201801103705,2,1,2,2,2,4,4,4,4,3,5,3,3,2,1,2,1,3,2,2,3,5,1,1,4,7,4,3,7,3,2,98,1,1,3,2,1,1,6,1,1,3,1,6,6,1,1,1,4,1,1,5,2,2,3,1,1,0.292235358337959
"5046",201801103759,2,1,1,3,2,1,2,1,2,1,3,2,3,2,2,2,1,2,1,3,3,3,3,1,2,2,3,2,2,2,2,4,1,1,3,2,2,1,5,2,1,1,1,1,1,2,2,3,1,NA,1,6,2,1,2,1,1,0.476836803144195
"5047",201801103783,1,1,1,4,3,1,1,2,2,1,3,1,3,2,2,2,1,3,2,2,3,1,4,1,3,7,2,2,2,1,2,98,2,1,3,4,2,2,3,2,1,1,1,1,3,1,1,5,3,1,1,2,3,1,3,1,2,1.00391705456097
"5048",201801103867,2,1,1,1,2,1,3,3,1,3,3,4,3,1,2,2,1,1,1,3,2,3,2,1,2,7,3,2,2,1,1,3,1,1,3,3,2,2,3,2,1,1,1,1,4,1,1,2,3,1,1,4,2,1,2,1,1,0.321261888165487
"5049",201801103929,2,1,2,2,2,4,3,2,2,3,4,3,3,1,1,2,1,1,1,3,3,3,1,1,2,7,3,3,5,3,1,3,2,1,3,1,2,1,5,2,1,1,1,1,1,9,NA,6,2,NA,2,6,2,1,4,1,1,0.275179857079739
"5050",201801103989,2,1,3,3,3,3,3,3,3,99,3,2,4,1,3,3,3,3,3,3,5,5,5,1,3,3,4,4,7,3,99,98,1,1,3,2,2,3,2,2,1,1,1,1,6,12,NA,5,4,2,2,1,3,3,3,1,2,3.14542656206101
"5051",201801104013,1,1,2,2,2,3,3,2,1,2,4,2,3,3,1,2,1,3,1,4,3,2,4,1,2,6,3,3,7,3,1,4,1,1,3,1,1,3,2,2,1,1,1,1,6,1,1,2,3,1,1,1,3,3,2,1,1,5.50175559315112
"5052",201801104051,2,1,2,4,2,1,1,1,1,1,3,1,3,2,3,2,2,3,3,2,3,3,4,1,3,5,2,2,7,2,2,4,3,1,3,4,1,1,5,2,1,1,1,1,1,1,1,2,3,1,1,7,1,1,2,1,1,0.222890084727651
"5053",201801104273,1,1,2,2,2,4,4,3,2,3,5,3,3,1,1,2,1,2,1,4,3,3,2,1,2,1,1,1,4,2,1,98,3,1,3,3,2,1,6,2,1,1,1,1,6,2,2,5,2,NA,2,8,1,1,5,1,1,0.20313757190989
"5054",201801104283,1,1,2,4,2,1,1,1,2,1,3,1,3,1,2,2,2,2,2,2,2,5,4,1,4,7,2,2,2,2,2,98,1,2,3,4,2,1,5,2,4,4,1,1,3,2,2,2,3,1,1,7,1,1,2,1,1,0.677120010219714
"5055",201801104323,2,1,1,4,3,2,2,2,3,1,3,1,4,2,2,2,1,1,2,2,3,1,2,1,3,7,2,1,1,1,1,98,3,1,3,2,1,2,4,2,1,1,1,1,1,1,1,5,1,NA,1,9,1,1,1,1,2,2.73775492512556
"5056",201801104345,2,1,1,4,1,1,1,1,1,1,3,1,2,1,2,2,2,2,2,1,2,1,3,2,4,2,2,1,3,2,99,98,1,1,3,3,2,3,2,2,1,1,1,1,3,1,1,5,1,NA,1,4,2,1,2,2,1,2.05275577959761
"5057",201801104346,2,1,2,2,2,4,4,3,2,3,5,4,4,2,1,2,2,2,2,2,3,3,1,1,2,2,3,2,5,2,2,7,2,1,3,2,1,1,6,2,1,1,1,1,1,2,2,3,4,2,2,9,1,1,3,1,1,0.279352073100639
"5058",201801104363,2,1,2,2,1,4,2,2,2,1,5,1,1,1,3,3,1,1,3,4,5,5,3,2,2,4,4,3,5,3,2,4,1,1,3,2,2,3,2,2,2,2,1,1,6,12,NA,5,2,NA,2,1,3,2,3,2,2,7.48762122176581
"5059",201801104411,1,1,3,4,2,2,2,2,1,1,3,1,3,1,2,2,1,2,2,1,2,3,4,2,3,7,1,2,2,2,2,98,3,1,3,3,1,2,3,2,1,1,1,1,3,1,2,5,3,1,1,1,3,1,3,1,2,0.795141638726091
"5060",201801104433,1,1,2,1,1,2,2,2,2,2,3,3,3,1,1,1,1,1,1,4,2,5,3,1,2,6,4,4,5,3,1,99,1,1,3,2,2,2,3,2,1,1,1,1,2,12,NA,5,3,2,2,6,2,1,3,1,1,0.404742273146633
"5061",201801104456,2,1,2,1,1,1,1,1,1,3,3,4,3,1,1,2,2,2,3,3,2,1,2,1,3,2,2,2,1,1,1,4,2,1,3,3,1,2,4,2,1,1,1,1,6,1,1,2,1,NA,1,5,2,1,1,1,2,0.899556797210382
"5062",201801104457,2,1,3,2,2,1,2,1,1,1,3,1,2,1,1,1,2,1,1,1,5,5,3,1,2,6,4,4,1,99,1,99,1,1,3,1,2,2,3,2,1,1,1,1,1,1,1,4,1,NA,1,7,1,1,1,1,2,1.57124671022899
"5063",201801104493,2,1,1,2,2,3,4,2,1,2,4,3,3,1,1,2,1,1,1,3,2,3,3,1,2,7,2,1,5,1,1,3,3,1,3,2,2,2,4,2,1,1,1,1,2,1,2,4,2,NA,2,6,2,1,4,1,1,0.33576491517934
"5064",201801104534,1,1,1,99,2,4,3,4,2,2,5,3,3,1,1,1,1,1,1,2,3,5,4,1,1,7,1,1,5,1,1,9,3,1,3,4,2,1,5,2,1,1,1,1,1,2,2,5,2,NA,2,6,2,1,4,1,1,0.274722525432316
"5065",201801104574,1,1,1,3,1,99,99,99,1,1,99,2,3,1,2,2,99,2,2,2,3,3,2,1,2,7,2,2,2,2,1,3,2,1,3,2,2,1,6,2,1,1,1,1,1,1,2,2,1,NA,1,99,99,1,3,1,1,0.498229327355164
"5066",201801104597,1,1,1,4,2,1,1,1,2,1,3,1,3,2,1,1,1,1,1,1,3,1,1,1,2,7,1,1,2,2,1,4,3,1,3,4,1,1,6,2,1,1,1,1,1,1,1,4,3,1,1,99,99,1,2,1,1,0.222890084727651
"5067",201801104606,1,1,3,2,2,2,2,2,1,2,3,1,3,3,2,2,2,2,3,3,3,3,3,1,2,4,1,2,2,2,1,98,3,2,3,4,1,1,5,2,1,1,1,1,1,1,1,6,3,1,1,7,1,1,2,1,2,0.574993877034975
"5068",201801104608,3,1,1,3,1,1,1,2,2,1,3,1,3,3,1,1,1,1,1,3,3,5,2,1,3,2,1,1,2,2,2,98,3,2,3,4,2,2,4,2,1,1,1,1,1,1,1,2,1,NA,1,6,2,1,1,1,2,1.38640647008534
"5069",201801104654,1,1,2,1,1,3,2,1,1,3,3,3,3,3,2,2,2,2,2,3,3,3,1,1,2,2,4,2,4,2,1,7,3,1,3,3,2,1,5,2,1,1,1,1,3,1,2,3,3,2,2,7,1,1,3,1,1,0.276345008357625
"5070",201801104772,1,1,1,1,1,4,3,2,3,3,5,3,4,1,1,1,1,2,2,2,3,3,2,1,1,5,2,1,4,1,2,5,3,1,3,3,2,1,5,2,1,1,1,1,1,10,NA,6,3,2,2,9,1,1,3,1,2,0.632326776089471
"5071",201801104788,2,1,1,2,1,1,1,1,1,1,3,2,3,2,2,2,2,3,2,2,5,5,2,1,3,2,2,3,2,3,1,98,2,1,3,2,2,2,4,2,1,1,1,1,1,3,2,2,3,1,1,7,1,1,3,1,1,0.484333870468396
"5072",201801104821,3,1,2,2,2,3,3,2,2,3,2,3,3,1,2,2,2,2,2,2,2,5,1,1,2,4,3,3,5,3,2,3,2,1,3,3,1,1,5,2,2,2,1,1,1,1,1,2,2,NA,2,8,1,1,3,1,1,0.224546831473877
"5073",201801104845,2,1,1,1,1,4,2,2,2,3,5,4,3,1,1,2,2,2,2,3,3,3,1,1,1,7,1,1,5,1,2,5,3,1,3,3,1,1,6,2,1,1,1,1,3,12,NA,6,2,NA,2,6,2,1,4,1,1,0.168776715776605
"5074",201801104901,2,1,2,2,2,3,2,3,2,1,4,3,3,1,1,1,1,1,1,2,5,5,4,1,3,6,3,3,3,3,2,98,1,1,3,2,2,3,2,2,1,1,1,1,1,1,1,4,4,99,9,5,2,2,3,1,2,3.26720635216161
"5075",201801105005,1,1,1,1,1,3,3,1,1,3,4,3,3,1,1,1,1,1,1,3,5,3,3,1,1,5,1,3,5,3,1,3,3,1,3,3,1,2,3,2,2,2,1,1,1,1,1,2,3,2,2,5,2,1,3,1,2,1.23108445637131
"5076",201801105017,2,1,1,2,2,1,2,1,1,1,4,2,3,1,1,2,1,2,2,2,2,3,4,1,2,3,4,2,2,2,2,1,1,1,3,2,2,1,5,2,1,1,1,1,1,1,1,4,1,NA,1,99,99,1,2,1,1,0.476836803144195
"5077",201801105046,1,1,2,2,2,4,4,2,3,2,4,3,3,1,2,2,1,2,2,3,3,3,4,1,1,7,2,2,5,1,1,98,3,1,3,3,1,1,6,2,1,1,1,1,1,10,NA,5,2,NA,2,7,1,1,4,1,1,0.168776715776605
"5078",201801105054,2,1,1,3,2,4,4,3,2,4,5,3,3,1,1,1,1,2,1,2,5,3,1,1,2,7,1,1,5,2,1,3,3,1,3,1,1,2,4,2,1,1,1,1,1,9,NA,6,4,2,2,6,2,1,5,1,2,1.6435896765329
"5079",201801105120,2,1,1,1,2,4,3,3,1,2,5,3,3,1,1,2,1,3,1,4,1,5,3,1,1,4,3,3,5,3,1,3,2,1,3,2,2,2,3,2,2,2,1,1,1,1,1,3,2,NA,2,8,1,1,1,1,1,0.624557424365314
"5080",201801105125,2,1,1,4,3,1,1,2,1,1,3,1,3,2,2,3,1,2,1,3,3,1,1,1,2,6,4,1,7,2,1,99,2,1,3,2,2,1,6,2,1,1,1,1,1,1,2,5,3,1,1,8,1,1,3,1,1,0.437307452523619
"5081",201801105246,2,1,1,1,1,3,2,2,1,3,5,3,3,1,1,2,1,2,1,3,3,99,4,1,1,2,2,1,5,2,1,9,3,1,3,4,2,1,6,2,1,1,1,1,5,12,NA,6,2,NA,2,9,1,1,4,1,1,0.274722525432316
"5082",201801105264,1,1,1,2,1,4,4,2,1,3,99,99,99,1,1,2,1,3,2,3,3,3,4,1,1,4,1,1,5,2,2,3,3,1,3,4,2,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,9,1,1,5,1,1,0.274722525432316
"5083",201801105271,1,1,1,2,1,4,3,2,3,2,5,3,3,1,1,2,1,1,1,2,2,3,1,1,2,7,2,2,4,2,1,7,3,1,3,2,2,1,5,2,1,1,1,1,1,1,1,4,3,2,2,8,1,1,3,1,2,0.890417323430454
"5084",201801105329,1,1,1,3,2,4,4,4,2,3,5,3,3,2,2,2,2,1,2,2,3,3,3,1,2,4,2,2,5,1,1,3,2,1,3,2,2,1,5,2,1,1,1,1,6,10,NA,5,2,NA,2,6,2,1,4,1,1,0.314211276057715
"5085",201801105354,2,1,1,4,4,1,1,1,1,1,3,1,3,2,2,3,2,3,3,1,3,3,1,1,1,7,1,1,2,1,1,98,2,1,3,2,1,2,3,2,1,1,1,1,2,12,NA,6,1,NA,1,9,1,1,2,1,1,0.653039026359284
"5086",201801105376,1,1,1,1,1,4,4,2,1,1,5,2,3,2,2,2,2,3,2,3,2,1,1,1,2,7,2,1,5,1,1,3,3,1,3,2,2,1,6,2,2,2,1,1,1,1,1,4,2,NA,2,7,1,1,4,1,1,0.418096067953597
"5087",201801105381,1,1,1,1,1,4,2,1,2,1,5,1,2,2,1,2,2,2,2,3,3,5,4,1,2,5,3,1,5,99,2,3,1,1,3,4,1,1,5,2,2,2,1,1,1,10,NA,5,2,NA,2,7,1,1,3,1,2,0.705245550418901
"5088",201801105505,1,1,2,1,1,4,3,2,1,3,5,3,3,1,2,2,1,2,2,3,3,3,4,1,1,7,1,2,5,2,2,5,3,1,3,4,2,1,6,2,1,1,1,1,1,1,2,2,3,2,2,7,1,1,4,1,1,0.379950316584062
"5089",201801105609,1,1,1,3,1,2,1,2,2,1,4,1,3,2,2,2,2,1,2,4,3,3,4,1,3,5,4,1,2,2,2,4,3,1,3,4,1,1,5,2,1,1,1,1,3,2,2,6,1,NA,1,8,1,1,2,1,2,0.561078032636311
"5090",201801105659,2,1,1,4,2,2,2,2,4,3,4,4,4,2,2,2,1,2,2,2,3,1,4,1,4,6,3,2,5,2,1,99,3,1,3,3,2,1,5,2,4,4,1,1,1,1,1,2,3,1,1,9,1,1,3,1,1,0.419033213108181
"5091",201801105672,1,1,2,2,2,4,3,2,1,1,4,2,3,3,2,3,1,2,2,2,3,3,2,1,1,5,3,3,5,3,1,3,2,1,3,2,2,1,6,2,2,2,1,1,4,1,1,2,2,NA,2,7,1,1,3,1,1,0.432203126966449
"5092",201801105695,2,1,2,4,3,1,1,1,1,1,3,1,3,3,3,2,2,2,2,3,3,3,2,1,3,2,4,2,2,2,1,4,2,1,3,4,2,1,5,2,1,1,1,1,1,1,2,4,4,1,1,99,99,1,2,1,1,0.364003159847321
"5093",201801105720,1,1,2,2,2,2,2,2,2,2,3,2,3,1,2,2,1,2,2,3,2,5,2,1,1,3,3,2,5,2,1,3,2,1,3,3,2,1,6,2,1,1,1,6,1,2,2,3,2,NA,2,9,1,1,3,1,1,0.314211276057715
"5094",201801105777,1,1,2,4,4,1,1,3,1,1,3,1,3,2,3,3,3,3,3,4,2,5,5,1,4,2,2,2,3,2,2,7,3,1,3,4,1,1,5,2,1,1,1,1,1,12,NA,4,4,1,1,6,2,1,3,1,1,0.222890084727651
"5095",201801105804,1,1,2,2,2,1,1,2,1,2,3,99,3,3,1,1,1,1,1,3,2,3,3,1,2,4,4,3,2,3,3,3,1,1,3,4,1,1,6,2,1,1,1,1,6,1,1,6,3,1,1,8,1,1,3,1,1,0.222890084727651
"5096",201801105814,2,1,1,1,1,4,4,2,2,3,5,3,3,1,1,1,1,1,1,4,3,1,3,1,2,4,1,1,NA,1,2,99,2,1,3,3,2,1,5,2,99,99,1,1,1,99,NA,2,2,NA,2,99,99,1,99,1,1,0.280252553975978
"5097",201801105815,1,1,3,4,4,3,4,2,2,1,1,1,2,1,2,3,2,3,2,2,5,3,2,1,4,7,3,3,2,3,1,98,2,1,3,3,2,2,3,2,1,1,1,1,1,1,1,1,4,1,1,7,1,1,3,1,1,0.484333870468396
"5098",201801105864,1,1,1,1,1,4,4,3,1,1,5,2,1,2,1,2,1,2,1,4,3,2,4,1,1,5,2,2,5,2,1,3,3,1,3,3,1,3,2,2,2,2,1,1,6,1,2,5,2,NA,2,2,3,1,5,1,2,2.43400127631691
"5099",201801105891,3,1,1,2,2,4,3,3,2,1,4,2,3,2,2,2,1,2,1,3,3,3,4,1,2,7,4,2,2,1,2,98,3,1,3,4,1,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,7,1,1,3,1,2,0.586785946303433
"5100",201801105905,1,1,1,2,2,4,4,2,1,2,4,3,3,2,2,2,1,2,2,4,3,3,1,1,1,4,3,1,5,2,1,6,3,1,3,3,2,1,6,2,1,1,1,1,3,1,2,5,2,NA,2,7,1,1,4,1,1,0.20313757190989
"5101",201801105932,2,1,1,3,2,1,1,1,1,1,3,1,3,1,3,2,1,2,3,1,3,1,5,1,3,5,1,1,1,2,1,4,3,1,3,2,1,1,5,2,1,1,1,1,1,10,NA,6,1,NA,1,8,1,1,1,1,1,0.433221654145724
"5102",201801106036,1,1,2,2,2,1,1,2,1,2,3,1,3,1,1,2,1,2,2,2,2,3,1,1,4,2,2,1,1,1,2,98,2,1,3,3,1,2,3,2,1,1,1,1,1,1,1,5,1,NA,1,7,1,1,2,1,2,1.5394823515955
"5103",201801106067,1,1,2,2,2,4,2,2,2,3,5,4,4,3,2,3,1,2,2,2,2,5,1,1,3,6,4,4,7,3,2,99,1,1,3,2,1,1,6,2,1,1,2,6,6,12,NA,5,3,2,2,7,1,NA,4,1,2,1.61679422639798
"5104",201801106085,2,1,1,2,2,4,4,4,3,3,5,4,4,1,1,1,1,1,1,2,3,3,1,1,1,7,4,1,5,2,1,98,2,1,3,2,1,1,6,2,1,1,1,1,6,12,NA,6,3,2,2,8,1,1,4,1,2,0.92437699952344
"5105",201801106112,2,1,1,2,1,1,1,1,1,1,3,1,3,1,2,2,2,2,2,1,3,1,2,1,3,5,4,2,1,2,1,4,2,1,3,3,1,3,1,2,1,1,1,1,1,12,NA,6,1,NA,1,5,2,1,2,1,2,3.59484461731665
"5106",201801106117,1,1,1,1,1,3,2,2,1,3,4,3,3,1,1,2,1,3,1,4,5,3,4,1,2,5,3,2,4,99,1,3,3,1,3,3,2,1,5,2,1,1,1,1,3,10,NA,5,2,NA,2,3,3,1,4,1,1,0.20313757190989
"5107",201801106247,1,1,1,3,2,1,1,2,1,1,3,4,3,1,2,3,2,3,2,1,3,3,1,1,4,5,2,1,1,2,2,4,3,1,3,4,1,1,5,2,1,1,1,1,3,1,2,5,3,1,1,9,1,1,2,1,2,0.475562993091004
"5108",201801106249,2,1,2,1,1,4,3,2,1,3,5,99,3,1,1,2,1,1,2,2,3,1,3,1,2,3,2,2,5,2,2,98,3,1,3,4,2,1,6,2,99,99,1,1,3,1,1,2,2,NA,2,8,1,1,3,1,2,0.779364696066971
"5109",201801106300,2,1,2,3,3,3,3,2,3,2,5,4,4,1,2,2,1,2,2,4,3,5,2,1,2,6,2,3,5,3,1,98,3,1,3,1,2,1,5,2,2,2,1,1,6,10,NA,6,3,2,2,6,2,1,3,1,2,2.59183656626975
"5110",201801106365,2,1,3,1,2,1,1,1,1,2,3,4,3,2,2,3,2,3,2,2,3,5,4,2,2,2,2,2,1,2,2,98,3,1,3,2,2,2,4,2,1,1,1,1,1,1,1,2,1,NA,1,4,2,1,1,1,1,0.528317992359475
"5111",201801106366,2,1,2,4,2,1,1,1,1,1,3,1,2,1,3,3,3,3,2,2,3,1,1,1,3,7,1,1,2,1,1,4,2,1,3,2,1,2,4,2,1,1,1,1,1,11,NA,6,3,1,1,7,1,1,2,1,2,1.29609981201945
"5112",201801106434,2,1,3,1,1,4,3,2,1,3,4,3,3,3,2,2,1,2,2,4,1,3,1,1,1,2,2,2,5,2,1,7,2,1,3,3,2,1,5,2,1,1,1,1,1,1,2,2,2,NA,2,9,1,1,3,1,1,0.20313757190989
"5113",201801106438,2,1,1,2,2,1,2,2,1,4,4,4,3,1,1,1,1,2,1,4,3,5,4,1,1,7,2,1,2,2,1,4,2,1,3,4,1,1,6,2,1,1,1,1,1,10,NA,6,1,NA,1,9,1,1,2,1,1,0.249603774574315
"5114",201801106440,2,1,1,2,1,1,1,1,1,2,3,1,3,1,2,3,1,3,2,3,3,1,5,1,2,5,4,3,2,3,1,98,2,1,3,2,1,2,4,2,1,1,1,1,3,1,2,3,4,99,9,4,2,1,3,1,1,0.57807071620501
"5115",201801106445,1,1,1,1,1,4,3,1,1,2,5,3,4,1,2,2,2,3,1,4,3,3,4,1,1,4,2,1,5,1,1,98,3,1,3,4,1,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,7,1,1,4,1,1,0.166587741355572
"5116",201801106490,2,1,1,2,2,4,4,2,2,3,5,4,3,2,1,1,1,1,1,1,2,3,4,1,2,2,2,3,4,3,1,7,3,2,3,3,2,2,3,2,2,2,1,1,3,1,2,3,2,NA,2,5,2,1,3,1,2,0.933941659081431
"5117",201801106555,2,1,1,1,1,2,2,2,1,3,3,3,3,1,1,1,1,3,2,3,3,1,5,1,2,4,4,2,6,2,2,98,1,1,3,3,2,3,2,2,2,2,1,1,6,1,1,3,2,NA,2,2,3,3,3,1,2,2.90832246795272
"5118",201801106565,1,1,1,2,1,3,3,2,3,4,4,4,3,1,2,2,1,2,1,4,5,3,2,1,3,7,3,2,2,1,1,98,3,1,3,2,1,1,5,2,1,1,1,1,3,12,NA,5,3,1,1,9,1,1,3,1,1,0.478120551763346
"5119",201801106569,1,1,2,2,2,2,2,2,1,1,3,3,2,1,2,2,1,1,2,3,5,1,4,2,2,5,4,3,2,3,1,3,1,1,3,2,2,1,5,2,1,1,1,1,2,1,2,5,1,NA,1,8,1,3,2,1,1,0.729114026114007
"5120",201801106624,2,1,1,2,1,4,4,2,2,3,5,3,3,1,1,1,2,2,2,2,4,2,2,1,3,3,3,1,5,2,1,1,2,1,3,2,2,3,1,2,2,2,1,1,6,12,NA,5,2,NA,2,1,3,2,2,1,1,1.3520849332045
